City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Havelock,US,34.8791,-76.9013,89.58,79,0,11.5,clear sky
457,Husavik,IS,66.0449,-17.3389,44.29,86,86,7.25,overcast clouds
458,Walvis Bay,NA,-22.9575,14.5053,54.09,100,5,8.05,clear sky
459,Tessalit,ML,20.1986,1.0114,96.48,12,1,6.93,clear sky
460,Channel-Port Aux Basques,CA,47.5702,-59.1367,68.49,88,89,6.53,overcast clouds
461,Matagami,CA,49.7502,-77.6328,66.31,42,40,9.22,scattered clouds
462,Aykhal,RU,66.0,111.5,43.16,94,100,12.48,overcast clouds
463,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,83,62,18.72,broken clouds
464,Emilio Carranza,MX,19.9711,-96.6114,88.63,58,4,18.61,clear sky
465,Porto Santo,PT,33.072,-16.3415,70.18,88,75,9.22,broken clouds
466,Coahuayana,MX,18.7333,-103.6833,89.82,64,17,6.82,few clouds
467,Tromso,NO,69.6496,18.957,51.82,87,0,2.3,clear sky
468,Kondinskoye,RU,59.6481,67.41,59.54,74,18,6.46,few clouds
469,Shimanovsk,RU,52.0,127.7,68.49,90,100,11.7,light rain
470,Poum,NC,-20.2333,164.0167,74.73,83,2,8.68,clear sky
471,Kargopol,RU,61.5071,38.9456,59.49,81,80,4.72,broken clouds
472,Ust-Kuyga,RU,70.0167,135.6,52.38,54,7,3.38,clear sky
473,Aksu,CN,41.1231,80.2644,76.03,39,37,5.59,scattered clouds
474,Havoysund,NO,70.9963,24.6622,57.43,89,72,13.4,light rain
475,Skjervoy,NO,70.0311,20.9714,55.4,86,52,7.07,broken clouds
476,Khandyga,RU,62.6667,135.6,68.68,76,73,0.27,broken clouds
477,Kudahuvadhoo,MV,2.6708,72.8944,81.55,76,100,20.02,overcast clouds
478,Iracoubo,GF,5.4802,-53.2011,79.93,81,31,10.67,scattered clouds
479,Honningsvag,NO,70.9821,25.9704,56.95,77,40,10.36,scattered clouds
480,Victor Harbor,AU,-35.5667,138.6167,50.68,89,53,16.44,light rain
481,Ola,RU,59.5833,151.2833,59.14,93,100,9.66,overcast clouds
482,Namatanai,PG,-3.6667,152.4333,81.7,73,90,7.54,overcast clouds
483,Igrim,RU,63.1906,64.4162,60.91,76,96,2.82,overcast clouds
484,Isangel,VU,-19.55,169.2667,77.11,94,20,2.3,few clouds
485,Karangampel,ID,-6.4622,108.4519,75.18,71,83,7.7,broken clouds
486,Turangi,NZ,-39.0,175.9333,50.23,48,0,1.83,clear sky
487,Shuangyang,CN,43.5242,125.6736,73.22,95,100,10.54,overcast clouds
488,Ulverstone,AU,-41.15,146.1667,54.19,84,87,20.0,light rain
489,Rensvik,NO,63.1,7.8167,52.07,87,100,5.75,overcast clouds
490,Ballina,AU,-28.8667,153.5667,63.01,96,1,11.68,clear sky
491,Odweyne,SO,9.4092,45.064,72.1,54,15,17.58,few clouds
492,Fort Nelson,CA,58.8053,-122.7002,63.99,63,75,8.05,broken clouds
493,Orlik,RU,52.5178,99.825,45.46,80,28,1.63,scattered clouds
494,Povenets,RU,62.8487,34.8262,60.73,79,48,6.67,scattered clouds
495,Lai,TD,9.3952,16.2989,72.9,92,82,3.87,broken clouds
496,Valdivia,CL,-39.8142,-73.2459,50.09,85,100,1.9,overcast clouds
497,Zaoyang,CN,32.1272,112.7542,80.78,81,0,7.29,clear sky
498,Caetite,BR,-14.0694,-42.475,69.6,46,5,5.44,clear sky
499,Delemont,CH,47.3649,7.3445,82.02,46,55,3.44,broken clouds
500,Bac Lieu,VN,9.285,105.7244,78.46,81,100,11.41,overcast clouds
501,Nouadhibou,MR,20.931,-17.0347,75.18,78,100,8.05,overcast clouds
502,Ploemeur,FR,47.7333,-3.4333,66.81,68,0,10.36,clear sky
503,Provideniya,RU,64.3833,-173.3,51.91,93,100,8.99,overcast clouds
504,Frederick,US,39.4668,-77.3997,95.04,59,40,11.5,scattered clouds
505,Svetlogorsk,BY,52.6333,29.7333,63.54,91,5,6.82,clear sky
506,Santiago De Cuba,CU,20.0247,-75.8219,86.11,74,40,11.5,scattered clouds
507,Nantucket,US,41.2835,-70.0995,84.34,89,40,12.66,scattered clouds
508,Doha,QA,25.2867,51.5333,93.51,87,32,5.75,scattered clouds
509,Tahoua,NE,14.8888,5.2692,84.76,57,100,9.86,overcast clouds
510,Camapua,BR,-19.5314,-54.0439,79.95,26,27,3.24,scattered clouds
511,Baghdad,IQ,33.3406,44.4009,94.91,21,0,9.22,clear sky
512,Amboise,FR,47.4125,0.9827,75.74,68,0,9.22,clear sky
513,Puri,IN,19.8,85.85,79.32,76,98,2.1,overcast clouds
514,Srednekolymsk,RU,67.45,153.6833,52.16,50,23,8.32,few clouds
515,Oeiras,BR,-7.0253,-42.1311,74.34,70,90,3.78,overcast clouds
516,Seoul,KR,37.5683,126.9778,80.17,94,75,3.44,broken clouds
517,Ramanuj Ganj,IN,23.8,83.7,76.91,84,100,2.62,overcast clouds
518,Papayal,PE,-4.0761,-80.7361,77.58,59,83,4.79,broken clouds
519,Komsomolskiy,UZ,40.4272,71.7189,75.81,35,0,1.92,clear sky
520,Ko Samui,TH,9.5357,99.9357,83.01,73,100,13.31,overcast clouds
521,Hamilton,US,39.1834,-84.5333,82.35,83,40,5.75,scattered clouds
522,Siddapur,IN,14.3333,74.8833,70.72,98,100,4.12,light rain
523,Beloha,MG,-25.1667,45.05,66.69,75,73,6.62,broken clouds
524,Kathu,TH,7.9178,98.3332,85.75,77,100,7.49,overcast clouds
525,Benguela,AO,-12.5763,13.4055,65.26,84,2,2.57,clear sky
526,Fayaoue,NC,-20.65,166.5333,75.99,82,13,13.22,few clouds
527,Russell,US,32.3502,-85.1999,93.0,46,0,0.0,clear sky
528,Taltal,CL,-25.4,-70.4833,60.66,68,82,4.23,broken clouds
529,Puerto Guzman,CO,0.9703,-76.5858,79.63,81,66,2.24,broken clouds
530,Chifeng,CN,42.2683,118.9636,72.12,79,0,5.55,clear sky
531,Alanya,TR,36.5438,31.9998,82.53,77,0,1.72,clear sky
532,Pringsewu,ID,-5.3582,104.9744,72.01,98,100,3.69,overcast clouds
533,Porto Belo,BR,-27.1578,-48.5531,68.25,92,100,5.48,moderate rain
534,Braganca,BR,-1.0536,-46.7656,74.3,95,86,1.7,moderate rain
535,Beboto,TD,8.2668,16.939,69.76,97,87,3.94,overcast clouds
536,Sambava,MG,-14.2667,50.1667,65.79,87,19,9.6,light rain
537,Lahij,YE,13.1667,44.5833,86.88,50,90,1.68,overcast clouds
538,Ondangwa,NA,-17.9167,15.95,57.2,35,2,1.14,clear sky
539,Bama,NG,11.5221,13.6856,79.54,65,79,6.67,broken clouds
540,Axim,GH,4.8699,-2.2405,72.9,81,65,6.11,broken clouds
541,San Carlos Del Zulia,VE,9.0,-71.9135,87.73,59,74,8.86,broken clouds
542,Bara,NG,10.3744,10.7288,75.49,71,89,6.08,overcast clouds
543,Marsaxlokk,MT,35.8419,14.5431,82.08,74,0,2.3,clear sky
544,Kassala,SD,15.451,36.4,84.34,62,100,8.59,overcast clouds
545,Broken Hill,AU,-31.95,141.4333,48.36,57,0,11.01,clear sky
546,Savalou,BJ,7.9281,1.9756,74.3,76,100,7.23,overcast clouds
547,Kaluga,RU,54.5,35.5,64.0,94,93,7.49,overcast clouds
548,Ilulissat,GL,69.2167,-51.1,44.62,93,100,12.66,overcast clouds
549,Rocha,UY,-34.4833,-54.3333,50.07,89,100,13.44,overcast clouds
550,Fundacion,CO,10.5207,-74.185,85.96,72,98,5.55,overcast clouds
551,Paamiut,GL,61.994,-49.6678,45.05,89,100,15.97,overcast clouds
552,Puertollano,ES,38.6871,-4.1073,85.08,26,0,5.59,clear sky
553,Kangundo,KE,-1.2979,37.3471,57.54,79,100,6.51,overcast clouds
554,Shwebo,MM,22.5667,95.7,78.84,84,100,8.23,overcast clouds
555,Cap-Aux-Meules,CA,47.3821,-61.8597,77.05,65,20,16.11,few clouds
556,Port Antonio,JM,18.18,-76.4612,89.51,68,59,11.97,broken clouds
557,Itarema,BR,-2.9248,-39.9167,77.67,78,10,14.09,clear sky
558,Caravelas,BR,-17.7125,-39.2481,69.17,78,15,5.66,few clouds
559,Pecos,US,31.4229,-103.4932,102.29,21,0,13.8,clear sky
560,Boralday,KZ,43.3578,76.8594,60.66,67,40,0.0,scattered clouds
561,Sarahan,IN,31.5167,77.8,63.95,90,77,1.61,broken clouds
562,Gurupi,BR,-11.7292,-49.0686,84.87,27,16,2.75,few clouds
563,Bairiki,KI,1.3292,172.9752,84.2,79,20,9.22,few clouds
564,Inta,RU,66.0317,60.1659,55.33,71,39,8.88,scattered clouds
565,Areosa,PT,41.7178,-8.8571,68.11,82,10,10.31,clear sky
566,Talara,PE,-4.5772,-81.2719,77.76,61,75,11.5,broken clouds
567,Choya,RU,52.0108,86.5467,48.02,94,13,2.06,few clouds
568,Bridgwater,GB,51.1284,-3.0036,62.91,60,0,4.0,clear sky
569,Nishihara,JP,26.1842,127.7558,82.45,86,40,3.44,scattered clouds
570,Bilma,NE,18.6853,12.9164,94.8,32,2,11.74,clear sky
571,Idaho Falls,US,43.4666,-112.0341,93.76,18,0,18.41,clear sky
572,Villa Hayes,PY,-25.0931,-57.5236,71.69,56,40,13.8,scattered clouds
573,Necochea,AR,-38.5473,-58.7368,44.92,80,0,6.6,clear sky
574,Oum Hadjer,TD,13.2954,19.6966,76.77,70,87,9.01,overcast clouds
575,Okakarara,NA,-20.5833,17.4333,55.65,21,1,3.96,clear sky
576,Acurenam,GQ,1.0322,10.6488,67.37,92,91,5.32,overcast clouds
577,Ginir,ET,7.1333,40.7,61.39,68,100,13.53,overcast clouds
578,Mananara,MG,-16.1667,49.7667,65.59,92,86,3.96,light rain
579,Chimbote,PE,-9.0853,-78.5783,64.6,78,82,9.93,broken clouds
580,Mehamn,NO,71.0357,27.8492,57.15,82,40,12.66,scattered clouds
581,Faya,SA,18.3851,42.4509,66.31,61,100,1.59,light rain
582,Huilong,CN,31.8111,121.655,84.92,84,2,11.39,clear sky
583,Imbituba,BR,-28.24,-48.6703,72.86,64,100,10.22,moderate rain
584,Libenge,CD,3.65,18.6333,70.65,98,100,3.09,light rain
585,Lahad Datu,MY,5.0268,118.327,76.41,91,99,1.52,overcast clouds
586,Fasa,IR,28.9383,53.6482,76.24,36,0,0.0,clear sky
587,Andenes,NO,69.3143,16.1194,57.92,82,75,3.44,broken clouds
588,Liwale,TZ,-9.7667,37.9333,60.71,92,7,2.37,clear sky
589,Jutai,BR,-5.1833,-68.9,76.24,93,99,1.5,overcast clouds
590,Richards Bay,ZA,-28.783,32.0377,65.43,81,19,8.46,few clouds
591,Scarborough,GB,54.2797,-0.4044,60.37,70,77,1.99,broken clouds
592,Hornepayne,CA,49.2138,-84.7705,71.6,43,60,7.56,broken clouds
593,Waddan,LY,29.1614,16.139,83.86,33,1,21.79,clear sky
594,Poya,NC,-21.35,165.15,75.96,79,22,3.91,few clouds
595,Araouane,ML,18.9048,-3.5265,99.37,24,1,3.2,clear sky
596,Coos Bay,US,43.3665,-124.2179,82.31,82,0,21.85,clear sky
597,Potsdam,DE,52.3989,13.0657,87.06,33,60,4.54,broken clouds
598,Hun,LY,29.1268,15.9477,85.86,27,2,20.67,clear sky
599,Mahonda,TZ,-6.45,39.4667,73.51,75,27,12.75,scattered clouds
600,Aguie,NE,13.506,7.7786,80.94,64,99,10.31,overcast clouds
601,Morondava,MG,-20.2833,44.2833,69.08,85,2,7.65,clear sky
602,Havre-Saint-Pierre,CA,50.2334,-63.5986,61.16,94,100,3.44,overcast clouds
603,Kousseri,CM,12.0769,15.0306,82.36,78,40,3.44,thunderstorm with rain
604,Raga,SS,8.4596,25.678,68.88,97,78,3.51,broken clouds
605,Bambanglipuro,ID,-7.95,110.2833,71.44,91,44,3.49,scattered clouds
606,Wadi Musa,JO,30.3222,35.4793,78.26,51,0,1.74,clear sky
607,Ankang,CN,32.68,109.0172,76.23,87,0,0.47,clear sky
608,Kaeo,NZ,-35.1,173.7833,54.32,97,4,4.85,clear sky
609,Wuda,CN,39.4994,106.7117,80.38,63,0,5.3,clear sky
610,Lazaro Cardenas,MX,17.9583,-102.2,87.15,67,32,9.31,scattered clouds
611,Kutum,SD,14.2,24.6667,78.4,53,66,7.87,broken clouds
612,Elizabeth City,US,36.2946,-76.2511,93.22,63,0,10.36,clear sky
613,Andrelandia,BR,-21.7397,-44.3092,62.96,51,63,1.39,broken clouds
614,Hamina,FI,60.5697,27.1979,67.28,85,17,5.26,few clouds
615,Olafsvik,IS,64.8945,-23.7142,49.78,71,5,7.18,clear sky
616,Jacksonville,US,30.3322,-81.6556,94.41,63,20,12.66,few clouds
617,Shingu,JP,33.7333,135.9833,79.9,84,3,2.98,clear sky
618,Kuytun,RU,54.3419,101.5036,50.4,91,96,6.13,overcast clouds
619,Cabedelo,BR,-6.9811,-34.8339,75.87,83,12,12.41,few clouds
620,Mildura,AU,-34.2,142.15,48.07,70,1,14.18,clear sky
621,Uvalde,US,29.3669,-99.767,101.32,28,0,8.05,clear sky
622,Gawler,AU,-34.6,138.7333,53.11,87,53,15.03,light rain
623,Hobyo,SO,5.3505,48.5268,76.1,85,61,22.15,broken clouds
624,Tigil,RU,57.8,158.6667,58.1,73,100,13.78,overcast clouds
625,Koulikoro,ML,14.0,-7.75,76.53,78,99,9.55,overcast clouds
626,Villazon,BO,-22.0866,-65.5942,49.89,5,0,12.15,clear sky
627,Ulladulla,AU,-35.35,150.4667,60.01,56,0,8.43,clear sky
628,Thohoyandou,ZA,-22.9456,30.485,64.54,52,0,2.42,clear sky
629,Hovd,MN,48.0056,91.6419,63.16,55,52,3.67,broken clouds
630,Omsukchan,RU,62.5333,155.8,61.21,83,88,4.88,overcast clouds
631,Yaan,NG,7.3833,8.5667,73.13,87,88,5.01,overcast clouds
632,Vaitape,PF,-16.5167,-151.75,77.32,78,43,25.41,light rain
633,San Cristobal,VE,7.7669,-72.225,78.98,56,41,3.91,scattered clouds
634,Sao Filipe,CV,14.8961,-24.4956,77.05,81,91,7.25,overcast clouds
635,Luchegorsk,RU,46.4764,134.2569,71.69,90,100,3.27,overcast clouds
636,Karaton,ID,-6.3424,106.1045,72.03,94,93,1.52,overcast clouds
637,Abu Samrah,SY,35.3029,37.1841,84.58,38,0,6.38,light rain
638,Milici,BA,44.1711,19.0903,61.97,51,0,3.24,clear sky
639,San Pedro,PH,14.35,121.0167,78.03,94,100,5.75,heavy intensity rain
640,Hashimoto,JP,34.3167,135.6167,79.75,88,37,2.84,scattered clouds
641,Ishigaki,JP,24.3448,124.1572,80.73,89,89,4.61,overcast clouds
642,Ures,MX,29.4333,-110.4,95.52,36,0,4.32,clear sky
643,Arman,RU,59.7,150.1667,59.02,92,100,3.38,overcast clouds
644,Skibbereen,IE,51.55,-9.2667,55.11,81,93,9.51,overcast clouds
645,Grindavik,IS,63.8424,-22.4338,53.55,81,0,11.5,clear sky
646,Sobolevo,RU,54.4299,31.8996,64.11,86,59,6.62,broken clouds
647,Borovoy,RU,55.4333,86.0833,51.08,87,0,6.71,clear sky
648,Duku,NG,11.2361,4.9073,72.32,96,28,4.63,moderate rain
649,Inirida,CO,3.8653,-67.9239,80.42,80,61,2.48,broken clouds
650,Yongan,CN,39.6957,113.6871,70.9,81,0,2.68,clear sky
651,Rosita,NI,13.9268,-84.4032,72.55,95,100,0.94,overcast clouds
652,Fort William,GB,56.8165,-5.1121,51.31,90,64,3.56,broken clouds
653,Nemuro,JP,43.3236,145.575,58.21,84,100,9.93,overcast clouds
654,Poltavka,RU,54.3663,71.7632,59.77,78,74,6.6,broken clouds
655,Sistranda,NO,63.7256,8.834,51.76,73,100,13.29,overcast clouds
656,Nome,US,64.5011,-165.4064,52.16,87,100,5.75,mist
657,Diofior,SN,14.1833,-16.6667,81.93,76,100,6.2,overcast clouds
658,Lingao,CN,19.9103,109.6859,79.75,83,100,2.15,overcast clouds
659,Sawtell,AU,-30.3833,153.1,62.62,88,75,9.22,shower rain
660,Salvador,SV,13.8333,-88.9167,82.44,64,99,1.19,overcast clouds
661,Anuchino,RU,43.9622,133.0544,71.76,97,100,4.34,overcast clouds
662,Adet,ET,11.2644,37.4888,57.36,94,94,4.56,light rain
663,Santiago,CL,-33.4569,-70.6483,61.54,44,3,9.22,haze
664,Tapah,MY,4.2004,101.2598,76.95,79,100,2.53,overcast clouds
665,Galveston,US,29.3669,-94.9669,100.51,59,0,13.8,clear sky
666,Cururupu,BR,-1.8283,-44.8683,74.26,94,27,3.33,scattered clouds
667,Oussouye,SN,12.485,-16.5469,80.78,91,100,6.06,light rain
668,Kontagora,NG,10.3999,5.4695,71.02,94,15,4.29,few clouds
669,Quatre Cocos,MU,-20.2078,57.7625,69.91,71,21,15.75,few clouds
670,San Jose,US,37.3394,-121.895,95.92,43,40,12.66,scattered clouds
671,Clarence Town,AU,-32.5833,151.7833,60.85,93,98,3.8,overcast clouds
672,Avera,US,33.194,-82.5271,94.51,55,81,8.05,broken clouds
673,Celestun,MX,20.8667,-90.4,84.78,70,26,17.43,scattered clouds
674,Tsiroanomandidy,MG,-18.7667,46.0333,59.68,63,47,2.93,scattered clouds
675,Lavumisa,SZ,-27.31,31.892,63.12,68,5,2.42,clear sky
676,Pafos,CY,34.7667,32.4167,80.38,74,0,4.61,clear sky
677,Mafeteng,LS,-29.823,27.2374,46.99,68,40,3.4,scattered clouds
678,Akyab,MM,20.15,92.9,80.33,88,98,12.08,overcast clouds
679,Vetlanda,SE,57.4289,15.0776,69.15,67,100,7.34,light rain
680,Toba Tek Singh,PK,30.9743,72.4827,87.87,63,3,6.96,clear sky
681,Faranah,GN,10.0404,-10.7434,69.84,98,98,3.6,light rain
682,Houma,US,29.5958,-90.7195,82.99,82,40,1.99,scattered clouds
683,Hurghada,EG,27.2574,33.8129,88.97,38,10,8.79,clear sky
684,Lakatoro,VU,-16.0999,167.4164,81.63,73,8,8.37,clear sky
685,Urumqi,CN,43.801,87.6005,76.15,38,0,4.47,clear sky
686,Kodinsk,RU,58.6881,99.1844,48.67,98,93,2.82,overcast clouds
